USERID,BEGIN_TIME,STARTLONGTITUDE,STARTLATITUDE,DURATION
2393.000,20140809133709,116.091,39.142,1.000
2393.000,20140809151555,116.091,39.142,3.000
2393.000,20140809161631,116.088,39.155,2.000
2393.000,20140809172701,116.088,39.155,4.000
2393.000,20140809184623,116.088,39.155,4.000
2393.000,20140809191124,116.088,39.155,2.000
2393.000,20140816101714,116.088,39.155,1.000
2393.000,20140816112315,116.088,39.155,2.000
2393.000,20140816130200,116.091,39.142,3.000
2393.000,20140816144049,116.088,39.155,2.000
2393.000,20140816172459,116.070,39.160,1.000
2393.000,20140816185636,116.088,39.155,4.000
2393.000,20140816194601,116.088,39.155,2.000
564.000,20140809114215,115.175,38.834,2.000
564.000,20140809125253,115.166,38.809,1.000
564.000,20140809133634,115.192,38.792,4.000
564.000,20140809141420,115.175,38.834,2.000
564.000,20140809152152,115.175,38.834,4.000
564.000,20140809161545,115.192,38.792,4.000
564.000,20140816115842,115.146,38.836,1.000
564.000,20140816130331,115.145,38.846,1.000
564.000,20140816154855,115.166,38.809,1.000
564.000,20140816182544,115.146,38.836,3.000
564.000,20140816190001,115.145,38.846,3.000
944.000,20140809105422,115.866,39.332,3.000
944.000,20140809110121,115.856,39.335,1.000
944.000,20140809145921,115.607,38.700,2.000
944.000,20140809154025,115.563,38.799,3.000
944.000,20140809165833,115.831,39.303,4.000
1321.000,20140816100349,115.879,39.039,3.000
1321.000,20140816110059,115.879,39.039,2.000
1321.000,20140816125225,115.905,39.063,1.000
1321.000,20140816140120,115.905,39.039,1.000
1321.000,20140816183558,115.905,39.039,2.000
1321.000,20140816190640,115.905,39.039,3.000
1684.000,20140809100033,115.783,38.980,29.000
1684.000,20140809113648,115.824,38.973,27.000
1684.000,20140816104927,115.462,38.865,18.000
1684.000,20140816162608,115.462,38.865,26.000
565.000,20140809143901,115.379,38.363,37.000
565.000,20140809154259,115.355,38.388,36.000
565.000,20140809161302,115.376,38.426,31.000
565.000,20140816101511,115.387,38.388,36.000
565.000,20140816110908,115.339,38.417,26.000
565.000,20140816125242,115.339,38.417,31.000
565.000,20140816130614,115.339,38.417,25.000
565.000,20140816145746,115.339,38.417,22.000
565.000,20140816150825,115.339,38.417,20.000
565.000,20140816161139,115.379,38.363,27.000
565.000,20140816172428,115.335,38.425,17.000
565.000,20140816183633,115.339,38.417,26.000
565.000,20140816193618,115.339,38.417,37.000
2761.000,20140809102252,115.555,38.873,37.000
2761.000,20140809110151,115.549,38.899,34.000
2761.000,20140809121007,115.549,38.899,20.000
2761.000,20140809133428,115.577,38.895,38.000
2761.000,20140809141201,115.603,38.955,19.000
2761.000,20140809165538,115.466,38.812,33.000
2761.000,20140809185909,115.463,38.817,35.000
2761.000,20140816103458,115.527,38.861,27.000
2761.000,20140816110932,115.562,38.848,19.000
2761.000,20140816131623,115.577,38.895,38.000
2761.000,20140816140008,115.562,38.876,19.000
2761.000,20140816153538,115.440,38.852,38.000
2761.000,20140816165938,115.533,38.846,36.000
2761.000,20140816172355,115.549,38.899,25.000
2761.000,20140816181404,115.524,38.890,36.000
2394.000,20140809100912,115.476,38.727,1.000
2394.000,20140809113235,115.452,38.765,4.000
2394.000,20140809125031,115.469,38.754,4.000
2394.000,20140809145747,115.490,38.881,1.000
2394.000,20140809153024,115.669,38.828,4.000
2394.000,20140809160310,115.852,38.835,2.000
2394.000,20140809175002,115.860,38.793,3.000
2394.000,20140809183446,115.816,38.793,2.000
2394.000,20140809192451,115.860,38.793,3.000
2394.000,20140816105759,115.456,38.784,2.000
2394.000,20140816115034,115.477,38.696,3.000
2394.000,20140816121759,115.454,38.823,4.000
2394.000,20140816131927,115.524,38.871,4.000
2394.000,20140816183655,115.474,38.882,2.000
2394.000,20140816190147,115.554,38.858,2.000
1322.000,20140809100446,115.322,38.406,29.000
1322.000,20140809115258,115.332,38.498,34.000
1322.000,20140809121455,115.325,38.528,22.000
1322.000,20140809134729,115.326,38.429,17.000
1322.000,20140809143510,115.325,38.528,21.000
1322.000,20140809153740,115.332,38.498,30.000
1322.000,20140809162951,115.320,38.482,23.000
1322.000,20140809175131,115.320,38.482,15.000
1322.000,20140809182252,115.320,38.482,18.000
1322.000,20140816112121,115.302,38.402,36.000
1322.000,20140816123639,115.292,38.391,31.000
1322.000,20140816131949,115.302,38.402,27.000
1322.000,20140816152540,115.318,38.421,15.000
2035.000,20140809114526,115.917,38.941,16.000
2035.000,20140809121554,115.931,38.945,39.000
2035.000,20140809130612,115.917,38.941,32.000
2035.000,20140809144930,115.931,38.917,36.000
2035.000,20140809174306,115.931,38.917,25.000
2035.000,20140809181934,115.931,38.917,36.000
2035.000,20140816103032,115.927,38.934,36.000
2035.000,20140816133736,115.927,38.934,26.000
2035.000,20140816140502,115.933,38.931,20.000
2035.000,20140816150030,115.954,38.945,32.000
2035.000,20140816161115,115.412,39.043,28.000
2035.000,20140816170659,115.934,38.963,22.000
2035.000,20140816185954,115.926,38.924,36.000
2035.000,20140816190246,115.926,38.924,39.000
2036.000,20140809103521,115.565,38.494,4.000
2036.000,20140809110418,115.565,38.494,3.000
2036.000,20140809122129,115.565,38.494,1.000
2036.000,20140809130505,115.579,38.502,3.000
2036.000,20140809142034,115.591,38.498,1.000
2036.000,20140809154529,115.565,38.494,1.000
2036.000,20140809164402,115.565,38.494,3.000
2036.000,20140809171613,115.565,38.494,2.000
2036.000,20140809181631,115.548,38.512,1.000
2036.000,20140809190000,115.553,38.572,2.000
2036.000,20140816103524,115.565,38.494,4.000
2036.000,20140816122018,115.577,38.507,4.000
2036.000,20140816160002,115.575,38.491,1.000
1323.000,20140809105507,115.796,38.686,17.000
1323.000,20140809114606,115.796,38.686,24.000
1323.000,20140809120658,115.775,38.680,27.000
1323.000,20140809141109,115.796,38.686,27.000
1323.000,20140809175938,115.796,38.686,28.000
1323.000,20140816105300,115.773,38.675,23.000
1323.000,20140816114130,115.796,38.686,35.000
1323.000,20140816120843,115.785,38.676,37.000
1323.000,20140816142905,115.785,38.676,29.000
1323.000,20140816151227,115.780,38.690,28.000
1323.000,20140816165018,115.784,38.683,20.000
1323.000,20140816172720,115.796,38.686,35.000
1323.000,20140816181951,115.796,38.686,16.000
566.000,20140809102418,115.866,39.051,4.000
566.000,20140809110227,115.879,39.039,2.000
566.000,20140809122918,115.866,39.051,4.000
566.000,20140809133602,115.853,39.054,3.000
566.000,20140809143832,115.853,39.054,2.000
566.000,20140809150712,115.861,39.029,3.000
566.000,20140816183917,115.861,39.029,2.000
566.000,20140816195430,115.861,39.029,4.000
567.000,20140809104846,115.363,38.942,25.000
567.000,20140809112724,115.376,38.932,29.000
567.000,20140809120037,115.475,38.874,33.000
567.000,20140809144551,115.507,38.851,18.000
567.000,20140809150838,115.488,38.853,37.000
567.000,20140809161053,115.499,38.847,28.000
567.000,20140816140206,115.491,38.902,35.000
567.000,20140816155047,115.490,38.881,23.000
567.000,20140816162257,115.359,38.791,28.000
567.000,20140816174003,114.837,38.862,16.000
567.000,20140816180347,114.835,38.832,18.000
567.000,20140816192407,114.896,38.793,34.000
2395.000,20140809105959,115.496,38.891,38.000
2395.000,20140809120359,115.483,38.889,18.000
2395.000,20140809131352,115.498,38.887,23.000
2395.000,20140809142102,115.463,38.892,19.000
2395.000,20140809165551,115.459,38.892,22.000
2395.000,20140809172031,115.459,38.892,23.000
2395.000,20140809182519,115.524,38.890,29.000
2395.000,20140816104359,115.440,39.005,27.000
2395.000,20140816114429,115.463,38.892,25.000
2395.000,20140816141734,115.517,38.884,34.000
2395.000,20140816151652,115.487,38.873,31.000
2395.000,20140816162458,115.517,38.884,21.000
2395.000,20140816184140,115.468,38.981,19.000
2395.000,20140816190152,115.440,39.005,15.000
1324.000,20140809103636,115.978,39.484,1.000
1324.000,20140809111654,115.978,39.484,1.000
1324.000,20140809125922,115.978,39.484,2.000
1324.000,20140809131207,115.978,39.484,1.000
1324.000,20140809153424,115.978,39.484,4.000
1324.000,20140809180607,115.996,39.483,2.000
1324.000,20140816100129,115.984,39.482,1.000
1324.000,20140816112921,115.970,39.483,1.000
1324.000,20140816141206,115.970,39.483,1.000
1324.000,20140816162141,115.978,39.484,1.000
1324.000,20140816191138,115.978,39.484,1.000
2762.000,20140809103816,114.686,38.672,3.000
2762.000,20140809115409,114.751,38.605,2.000
2762.000,20140809123456,114.751,38.605,4.000
2762.000,20140809130522,114.751,38.605,2.000
2762.000,20140809145924,114.767,38.589,3.000
2762.000,20140809151514,114.799,38.609,2.000
2762.000,20140816105258,114.892,38.726,4.000
2762.000,20140816162406,114.896,38.709,2.000
2762.000,20140816173531,114.818,38.654,3.000
2762.000,20140816191907,114.762,38.627,3.000
212.000,20140809115024,115.128,38.710,2.000
212.000,20140809124858,115.141,38.712,1.000
212.000,20140809131512,115.128,38.710,3.000
212.000,20140809140606,115.141,38.712,2.000
212.000,20140809172709,115.107,38.701,4.000
212.000,20140809183643,115.089,38.729,2.000
212.000,20140809191850,115.089,38.729,2.000
212.000,20140816103511,115.107,38.701,3.000
212.000,20140816114343,115.128,38.710,1.000
212.000,20140816123946,115.141,38.712,3.000
212.000,20140816144226,115.128,38.710,4.000
945.000,20140809105550,115.847,39.317,35.000
945.000,20140809110554,115.833,39.282,20.000
945.000,20140809121849,115.809,39.288,30.000
945.000,20140809134538,115.847,39.317,33.000
945.000,20140809173441,115.855,39.315,37.000
945.000,20140809191922,115.847,39.317,38.000
945.000,20140816111147,115.870,39.317,16.000
945.000,20140816131332,115.863,39.326,24.000
945.000,20140816145424,115.863,39.326,32.000
945.000,20140816153129,115.833,39.282,20.000
945.000,20140816164530,115.847,39.317,17.000
945.000,20140816181344,115.812,39.266,37.000
945.000,20140816191829,115.872,39.323,23.000
213.000,20140809120713,114.676,38.608,3.000
213.000,20140809133223,114.725,38.634,3.000
213.000,20140809142306,114.664,38.628,3.000
213.000,20140809152105,114.699,38.601,3.000
213.000,20140809174544,114.699,38.601,1.000
213.000,20140809194445,114.676,38.608,4.000
213.000,20140816143106,114.724,38.620,2.000
213.000,20140816150525,114.699,38.601,1.000
213.000,20140816165158,114.676,38.608,2.000
213.000,20140816175626,114.699,38.601,1.000
213.000,20140816180250,114.703,38.587,3.000
213.000,20140816191822,114.698,38.621,2.000
568.000,20140809155301,115.917,38.923,17.000
568.000,20140809160635,115.926,38.924,23.000
568.000,20140809172437,115.869,38.972,35.000
568.000,20140809185841,115.839,38.984,31.000
568.000,20140809192853,115.867,38.965,33.000
568.000,20140816104455,115.724,39.001,26.000
568.000,20140816110527,115.658,39.007,20.000
568.000,20140816123602,115.644,39.015,20.000
568.000,20140816135120,115.917,38.923,18.000
568.000,20140816140542,115.919,38.933,17.000
568.000,20140816152659,115.923,38.898,21.000
568.000,20140816163407,115.868,38.950,29.000
568.000,20140816175612,115.868,38.950,17.000
568.000,20140816180720,115.868,38.950,39.000
568.000,20140816191826,115.931,38.945,19.000
1685.000,20140809105858,115.641,38.553,2.000
1685.000,20140809115659,115.591,38.498,1.000
1685.000,20140809125307,115.641,38.553,4.000
1685.000,20140809132038,115.578,38.482,2.000
1685.000,20140809144829,115.578,38.482,2.000
1685.000,20140809151500,115.587,38.490,3.000
1685.000,20140809163504,115.587,38.490,1.000
1685.000,20140809181424,115.577,38.507,1.000
1685.000,20140809192503,115.589,38.481,2.000
1685.000,20140816110407,115.746,38.681,4.000
1685.000,20140816123942,115.591,38.498,4.000
1685.000,20140816145151,115.575,38.491,1.000
1685.000,20140816151850,115.590,38.510,4.000
1686.000,20140809101824,115.565,38.485,4.000
1686.000,20140809110127,115.565,38.485,1.000
1686.000,20140809145942,115.565,38.494,2.000
1686.000,20140809150255,115.588,38.490,4.000
1686.000,20140809163315,115.575,38.491,3.000
1325.000,20140809104849,115.426,39.025,1.000
1325.000,20140809111045,115.372,39.032,2.000
1325.000,20140809134340,115.426,39.025,1.000
1325.000,20140809144627,115.440,39.005,4.000
1325.000,20140809154342,115.426,39.025,4.000
1325.000,20140809165714,115.440,39.005,4.000
1325.000,20140816104949,115.426,39.025,3.000
1325.000,20140816112151,115.426,39.025,4.000
1325.000,20140816130910,115.426,39.025,1.000
1325.000,20140816143537,115.426,39.025,4.000
1325.000,20140816150533,115.426,39.025,1.000
1325.000,20140816162706,115.426,39.025,2.000
1325.000,20140816172722,115.426,39.025,4.000
1325.000,20140816180044,115.426,39.025,3.000
1326.000,20140809180842,115.683,38.615,2.000
1326.000,20140809192100,115.647,38.598,1.000
1326.000,20140816100431,115.491,38.819,4.000
1326.000,20140816124022,115.456,38.784,4.000
1326.000,20140816142138,115.683,38.615,2.000
1326.000,20140816154059,115.647,38.598,4.000
1326.000,20140816182322,115.624,38.619,1.000
2037.000,20140809104702,114.762,38.627,1.000
2037.000,20140809110029,114.777,38.625,2.000
2037.000,20140809120303,114.777,38.625,4.000
2037.000,20140809143104,114.762,38.627,1.000
2037.000,20140809161932,114.762,38.627,1.000
2037.000,20140809184826,114.762,38.627,3.000
2037.000,20140809194727,114.777,38.625,2.000
2037.000,20140816105942,114.777,38.625,1.000
2037.000,20140816112551,114.777,38.625,3.000
2037.000,20140816165417,114.777,38.625,3.000
2037.000,20140816170319,114.762,38.627,2.000
2037.000,20140816193559,114.777,38.625,4.000
2763.000,20140809143228,115.866,39.052,1.000
2763.000,20140809185649,115.866,39.051,3.000
2763.000,20140809193910,115.866,39.051,2.000
1327.000,20140809141755,116.109,38.988,25.000
1327.000,20140816105840,116.216,39.002,32.000
1327.000,20140816115914,116.216,39.002,32.000
1327.000,20140816135114,116.201,39.006,25.000
1327.000,20140816141913,116.216,39.002,39.000
1327.000,20140816162742,116.201,39.006,31.000
1327.000,20140816174420,116.216,39.002,17.000
1327.000,20140816180100,116.201,39.006,22.000
1327.000,20140816191301,116.201,39.006,35.000
569.000,20140809104149,115.132,38.481,3.000
569.000,20140809115203,115.132,38.481,1.000
569.000,20140809123212,115.132,38.481,3.000
569.000,20140809130055,115.132,38.512,2.000
569.000,20140809152725,115.132,38.481,1.000
569.000,20140809160136,115.103,38.501,1.000
569.000,20140809184041,115.132,38.481,4.000
569.000,20140809195021,115.132,38.481,2.000
569.000,20140816100654,115.132,38.481,4.000
569.000,20140816115131,115.132,38.481,1.000
569.000,20140816120008,115.132,38.481,4.000
569.000,20140816130254,115.132,38.481,3.000
569.000,20140816141753,115.132,38.481,2.000
569.000,20140816150710,115.132,38.481,3.000
569.000,20140816160751,115.132,38.481,4.000
569.000,20140816170230,115.201,38.466,3.000
569.000,20140816185856,115.103,38.501,4.000
569.000,20140816190621,115.132,38.481,4.000
570.000,20140809101027,115.766,39.384,4.000
570.000,20140809110502,115.810,39.387,3.000
570.000,20140809145217,115.719,39.387,3.000
570.000,20140809162026,115.718,39.400,3.000
570.000,20140809171003,115.728,39.385,3.000
570.000,20140809180812,115.719,39.387,2.000
570.000,20140809191446,115.719,39.387,3.000
570.000,20140816115443,115.719,39.387,3.000
570.000,20140816124726,115.696,39.389,4.000
570.000,20140816134427,115.709,39.393,3.000
570.000,20140816154427,115.719,39.387,1.000
570.000,20140816162022,115.728,39.385,4.000
570.000,20140816173130,115.719,39.387,3.000
570.000,20140816182850,115.728,39.385,3.000
570.000,20140816191229,115.719,39.387,1.000
1328.000,20140809100511,115.335,38.425,32.000
1328.000,20140809122542,115.317,38.421,24.000
1328.000,20140809132519,115.339,38.417,22.000
1328.000,20140809180457,115.335,38.425,24.000
1328.000,20140816103753,115.326,38.429,39.000
1328.000,20140816114655,115.335,38.425,29.000
1328.000,20140816121554,115.652,38.456,26.000
1328.000,20140816130837,115.958,38.640,32.000
1328.000,20140816184414,116.270,39.110,21.000
1328.000,20140816194406,115.652,38.456,23.000
1329.000,20140809135933,115.699,39.399,1.000
1329.000,20140809142354,115.699,39.399,2.000
1329.000,20140809173943,115.699,39.399,3.000
1329.000,20140809184419,115.696,39.389,3.000
1329.000,20140809190102,115.696,39.389,3.000
1329.000,20140816142644,115.856,39.541,4.000
1329.000,20140816152214,115.699,39.399,4.000
1329.000,20140816162313,115.699,39.399,3.000
1329.000,20140816184246,115.699,39.399,1.000
1329.000,20140816190834,115.696,39.389,1.000
1330.000,20140809114259,115.812,38.866,23.000
1330.000,20140809124727,115.717,38.827,18.000
1330.000,20140809131104,115.816,38.793,26.000
1330.000,20140809145000,115.812,38.866,21.000
1330.000,20140809154655,115.812,38.866,33.000
1330.000,20140809161557,115.812,38.866,37.000
1330.000,20140809170307,115.823,38.881,17.000
1330.000,20140809181748,115.812,38.866,16.000
1330.000,20140809190439,115.812,38.866,27.000
1330.000,20140816104939,115.858,38.887,38.000
1330.000,20140816113548,115.812,38.866,30.000
1330.000,20140816122035,115.816,38.793,26.000
1330.000,20140816130823,115.806,38.834,22.000
1330.000,20140816145834,115.806,38.834,34.000
1330.000,20140816154630,115.812,38.866,37.000
1330.000,20140816163822,115.823,38.881,30.000
1330.000,20140816173130,115.812,38.866,20.000
1330.000,20140816180253,115.717,38.827,15.000
2396.000,20140809103150,114.902,38.558,4.000
2396.000,20140809113807,114.902,38.558,3.000
2396.000,20140809121131,114.921,38.545,3.000
2396.000,20140809134813,114.940,38.552,3.000
2396.000,20140809145635,114.902,38.558,1.000
2396.000,20140809155219,114.902,38.558,4.000
2396.000,20140809164154,114.921,38.544,2.000
2396.000,20140809172149,114.933,38.538,3.000
2396.000,20140809184438,114.902,38.558,3.000
2396.000,20140809194515,114.921,38.544,3.000
2396.000,20140816110959,114.940,38.552,2.000
2396.000,20140816131456,114.933,38.538,2.000
2396.000,20140816145602,114.921,38.545,2.000
2396.000,20140816153917,114.940,38.552,1.000
2396.000,20140816160738,114.902,38.558,4.000
2396.000,20140816171527,114.902,38.558,2.000
2396.000,20140816184807,114.940,38.552,4.000
2396.000,20140816192840,114.933,38.538,3.000
2764.000,20140809130650,115.489,38.889,21.000
2764.000,20140816113603,115.482,38.840,32.000
2764.000,20140816122505,115.507,38.851,36.000
2764.000,20140816142348,115.514,38.857,30.000
2764.000,20140816182028,115.491,38.902,33.000
2764.000,20140816192156,115.514,38.857,17.000
2397.000,20140809103546,116.007,39.501,38.000
2397.000,20140809132822,115.999,39.493,33.000
2397.000,20140809144708,116.020,39.492,27.000
2397.000,20140809155727,116.010,39.489,31.000
2397.000,20140809173520,115.999,39.493,36.000
2397.000,20140809182152,115.999,39.493,32.000
2397.000,20140816105926,115.970,39.489,19.000
2397.000,20140816113313,115.999,39.493,38.000
2397.000,20140816123807,115.954,39.483,16.000
2397.000,20140816135152,115.970,39.483,23.000
2397.000,20140816140307,116.007,39.484,23.000
2397.000,20140816154325,116.001,39.490,27.000
2397.000,20140816163003,115.999,39.493,20.000
2397.000,20140816172035,115.999,39.493,28.000
2397.000,20140816183351,115.990,39.492,21.000
2397.000,20140816190944,116.001,39.474,20.000
214.000,20140809112216,115.411,38.477,4.000
214.000,20140809123755,115.492,38.500,4.000
214.000,20140809132947,115.404,38.447,2.000
214.000,20140809143309,115.390,38.438,2.000
214.000,20140809155258,115.460,38.452,3.000
214.000,20140809164351,115.440,38.398,3.000
214.000,20140809173837,115.454,38.385,1.000
214.000,20140816102634,115.404,38.447,4.000
214.000,20140816112557,115.404,38.447,3.000
214.000,20140816135144,115.390,38.438,3.000
214.000,20140816142736,115.404,38.447,4.000
214.000,20140816155241,115.404,38.447,4.000
214.000,20140816163406,115.404,38.447,2.000
215.000,20140809122627,114.947,38.567,2.000
215.000,20140809143443,114.947,38.567,1.000
215.000,20140809153809,114.941,38.592,2.000
215.000,20140809160248,114.947,38.567,1.000
215.000,20140809183710,114.947,38.567,4.000
215.000,20140816104129,114.947,38.567,1.000
215.000,20140816133619,114.947,38.567,4.000
215.000,20140816143611,114.947,38.567,4.000
215.000,20140816153202,114.947,38.567,4.000
215.000,20140816161625,114.911,38.498,2.000
215.000,20140816170600,114.940,38.569,3.000
215.000,20140816182326,114.940,38.569,4.000
571.000,20140809112645,116.028,39.557,3.000
571.000,20140809122224,115.899,39.372,3.000
571.000,20140809131045,115.855,39.315,4.000
571.000,20140809140435,115.855,39.329,3.000
571.000,20140809165534,115.858,39.320,2.000
571.000,20140809170228,115.912,39.305,4.000
571.000,20140809192505,115.855,39.315,1.000
571.000,20140816103236,115.688,39.425,2.000
571.000,20140816111522,115.931,39.385,3.000
571.000,20140816121624,115.873,39.336,1.000
571.000,20140816130112,115.929,39.318,4.000
571.000,20140816175541,115.897,39.320,3.000
571.000,20140816181402,115.897,39.320,2.000
2765.000,20140809124417,115.410,38.972,31.000
2765.000,20140809144239,115.389,38.966,22.000
2765.000,20140809155958,115.410,38.972,26.000
2765.000,20140809162758,115.410,38.972,24.000
2765.000,20140809172544,115.398,38.946,31.000
2765.000,20140809183829,115.466,38.878,23.000
2765.000,20140816102044,115.398,38.946,24.000
2765.000,20140816112526,115.398,38.946,16.000
2765.000,20140816120225,115.398,38.946,26.000
2765.000,20140816135045,115.398,38.946,25.000
2765.000,20140816143257,115.410,38.972,21.000
2765.000,20140816155421,115.410,38.972,15.000
2765.000,20140816160140,115.398,38.946,23.000
2765.000,20140816175534,115.398,38.946,26.000
572.000,20140809104353,114.703,39.370,16.000
572.000,20140809130552,114.686,39.353,35.000
572.000,20140809164743,114.695,39.352,28.000
572.000,20140809182156,114.695,39.352,37.000
572.000,20140816100211,114.710,39.346,15.000
572.000,20140816122046,114.695,39.352,31.000
572.000,20140816153805,114.710,39.346,31.000
572.000,20140816184834,114.695,39.352,33.000
572.000,20140816192432,114.695,39.352,21.000
573.000,20140809101907,115.856,39.541,28.000
573.000,20140809141747,116.028,39.557,32.000
573.000,20140809154639,115.400,39.375,28.000
573.000,20140809175010,115.482,39.355,32.000
573.000,20140809180449,115.418,39.364,32.000
573.000,20140816115143,115.489,39.318,36.000
573.000,20140816120508,115.468,39.319,29.000
573.000,20140816133629,115.326,39.354,15.000
573.000,20140816144301,115.457,39.361,33.000
573.000,20140816150434,115.485,39.346,20.000
573.000,20140816161913,115.482,39.355,18.000
573.000,20140816171816,115.326,39.354,15.000
573.000,20140816180421,115.354,39.357,17.000
2766.000,20140809105904,115.363,38.942,4.000
2766.000,20140809122854,115.491,38.902,1.000
2766.000,20140809132248,115.459,38.892,2.000
2766.000,20140809141623,115.375,38.894,4.000
2766.000,20140809154101,115.375,38.905,4.000
2766.000,20140809182556,115.375,38.894,2.000
2766.000,20140816105740,115.458,38.960,2.000
2766.000,20140816110052,115.466,38.983,2.000
2766.000,20140816133136,115.458,38.960,3.000
2766.000,20140816151605,115.348,38.939,3.000
2766.000,20140816161959,115.341,38.969,1.000
2766.000,20140816171456,115.348,38.939,4.000
2766.000,20140816182139,115.416,38.849,4.000
2766.000,20140816190146,115.432,38.852,3.000
1687.000,20140809100436,115.632,39.019,3.000
1687.000,20140809112032,115.366,39.020,3.000
1687.000,20140809144627,114.987,38.763,1.000
1687.000,20140809153109,114.950,38.761,1.000
1687.000,20140809160607,114.923,38.709,4.000
1687.000,20140809184809,114.955,38.735,2.000
1687.000,20140809191353,114.923,38.709,1.000
1687.000,20140816104132,114.971,38.725,2.000
1687.000,20140816120347,114.980,38.743,3.000
1687.000,20140816131637,114.936,38.728,1.000
1687.000,20140816142803,114.964,38.748,1.000
1687.000,20140816151438,114.975,38.753,4.000
1687.000,20140816160919,114.976,38.746,3.000
1687.000,20140816175647,114.936,38.728,2.000
1687.000,20140816183103,114.936,38.728,4.000
1687.000,20140816190809,114.936,38.728,3.000
2038.000,20140809102126,115.986,38.922,28.000
2038.000,20140809152943,116.048,38.961,17.000
2038.000,20140809165547,115.986,38.922,33.000
2038.000,20140816100800,115.999,38.913,23.000
2038.000,20140816110859,115.999,38.913,18.000
2038.000,20140816170238,116.043,38.919,29.000
2038.000,20140816185726,116.043,38.919,24.000
2038.000,20140816192249,116.093,38.988,15.000
1331.000,20140816124940,114.650,38.523,4.000
1331.000,20140816131859,114.650,38.523,2.000
1331.000,20140816144507,114.650,38.523,2.000
1331.000,20140816150246,114.650,38.523,2.000
2398.000,20140809101152,115.556,38.931,16.000
2398.000,20140809111045,115.485,38.923,39.000
2398.000,20140809123808,115.476,38.911,29.000
2398.000,20140809140756,115.566,38.943,19.000
2398.000,20140809165243,115.636,39.019,27.000
2398.000,20140816100340,115.692,38.990,25.000
2398.000,20140816110135,115.692,38.990,37.000
2398.000,20140816120811,115.715,39.000,16.000
2398.000,20140816175854,115.637,39.012,24.000
2398.000,20140816184627,115.672,39.016,25.000
2398.000,20140816193522,115.692,38.990,26.000
216.000,20140809100019,114.692,39.357,1.000
216.000,20140809110813,114.695,39.352,2.000
216.000,20140809123616,114.681,39.342,4.000
216.000,20140809133916,114.681,39.342,2.000
216.000,20140809151913,114.687,39.365,4.000
216.000,20140809171849,114.688,39.385,3.000
216.000,20140809183920,114.722,39.362,1.000
216.000,20140816101947,114.699,39.362,1.000
216.000,20140816175009,114.692,39.357,1.000
216.000,20140816180350,114.675,39.350,4.000
2767.000,20140809103830,115.590,38.507,4.000
2767.000,20140809114037,115.590,38.507,3.000
2767.000,20140809124324,115.590,38.507,4.000
2767.000,20140809130326,115.565,38.494,3.000
2767.000,20140809144455,115.590,38.510,4.000
2767.000,20140809172234,115.590,38.507,3.000
2767.000,20140809184527,115.588,38.490,3.000
2767.000,20140809192028,115.591,38.498,2.000
2767.000,20140816102021,115.590,38.507,1.000
2767.000,20140816123704,115.590,38.510,4.000
2767.000,20140816182952,115.590,38.507,1.000
2767.000,20140816191315,115.579,38.502,1.000
946.000,20140809113159,115.327,38.950,21.000
946.000,20140809140454,115.327,38.950,17.000
946.000,20140809163129,115.334,38.956,16.000
946.000,20140809173644,115.327,38.950,15.000
946.000,20140816101333,115.469,38.868,28.000
946.000,20140816112718,115.480,38.859,29.000
946.000,20140816125057,115.480,38.859,30.000
946.000,20140816131438,115.478,38.863,19.000
946.000,20140816144645,115.480,38.859,16.000
946.000,20140816195358,115.334,38.956,30.000
1688.000,20140809105649,115.645,38.780,3.000
1688.000,20140809113726,115.645,38.754,4.000
1688.000,20140809123711,115.645,38.754,1.000
1688.000,20140809135304,115.645,38.754,4.000
1688.000,20140809144314,115.645,38.754,3.000
1688.000,20140809152444,115.645,38.754,3.000
1688.000,20140809164319,115.645,38.780,1.000
1688.000,20140809171641,115.645,38.780,4.000
1688.000,20140809183248,115.645,38.780,1.000
1688.000,20140809193537,115.645,38.780,2.000
1688.000,20140816113722,115.645,38.754,1.000
1688.000,20140816140231,115.645,38.780,2.000
1688.000,20140816150440,115.613,38.764,3.000
1688.000,20140816162407,115.645,38.780,1.000
1688.000,20140816172036,115.554,38.801,2.000
217.000,20140816101251,115.497,38.855,4.000
217.000,20140816111443,115.497,38.855,1.000
2039.000,20140809134411,115.867,38.965,4.000
2039.000,20140809144155,115.839,38.973,3.000
2039.000,20140809170520,115.867,38.965,4.000
2039.000,20140816111159,115.843,38.971,3.000
2039.000,20140816124039,115.867,38.965,2.000
2039.000,20140816130723,115.868,38.950,1.000
2399.000,20140809141756,114.713,38.627,4.000
2399.000,20140809155257,114.616,38.755,3.000
2399.000,20140809162357,114.620,38.793,2.000
2399.000,20140809193708,114.664,38.804,4.000
2399.000,20140816120933,114.724,38.620,1.000
2768.000,20140809101408,114.700,39.332,23.000
2768.000,20140809113412,114.659,39.291,39.000
2768.000,20140809123518,114.683,39.311,22.000
2768.000,20140809152123,114.700,39.332,26.000
2768.000,20140809163218,114.726,39.329,34.000
2768.000,20140809171955,114.700,39.332,16.000
2768.000,20140809180652,114.726,39.329,35.000
2768.000,20140816100701,114.683,39.311,30.000
2768.000,20140816110258,114.659,39.291,33.000
2768.000,20140816121448,114.726,39.329,30.000
2768.000,20140816171745,114.722,39.362,16.000
574.000,20140809112045,115.504,38.865,3.000
574.000,20140809124300,115.695,38.633,2.000
574.000,20140809132404,115.645,38.496,3.000
